Code établissement;Appellation officielle;Dénomination principale;Patronyme uai;Secteur Public/Privé;Adresse;Lieu dit;Boite postale;Code postal;Localite d'acheminement;Coordonnee X;Coordonnee Y;Latitude;Longitude;Appariement;Localisation;Code nature uai;Nature uai;Etat établissement;Libellé état établissement;Code département;Code région;Code académie;Position
0592832H;Lycée professionnel Vertes Feuilles - Lycée des Métiers de la Prévention et de la Sécurité;LP LYCEE DES METIERS;VERTES FEUILLES;Public;95 rue GEORGES MAERTENS;;BP90060;59871;ST ANDRE CEDEX;703168.3;7062980.0;50.66369635460031;3.044733277025097;Imparfaite;Numéro de rue;320;Lycée professionnel;1;Ouvert;59;32;09;50.6636963546, 3.04473327703
0592833J;Lycée professionnel Les Hauts de Flandre;LYCEE PROFESSIONNEL;LES HAUTS DE FLANDRE;Public;Avenue JUDE BLANCKAERT;;BP435;59474;SECLIN CEDEX;701841.2;7049637.0;50.54395279611199;3.0259340593752646;Correcte;Rue;320;Lycée professionnel;1;Ouvert;59;32;09;50.5439527961, 3.02593405938
0592853F;Ecole maternelle Wicar;ECOLE MATERNELLE PUBLIQUE;WICAR;Public;15 rue Saint Sauveur;;;59800;LILLE;705089.3;7059440.7;50.63192167644935;3.071810448530936;Correcte;Numéro de rue;101;Ecole maternelle;1;Ouvert;59;32;09;50.6319216764, 3.07181044853
0592886S;Collège privé Pascal;COLLEGE PRIVE;PASCAL;Privé;2  RUE DE LA SAGESSE;;;59100;ROUBAIX;712452.4;7065873.7;50.689547127019026;3.1759063736567508;Parfaite;Numéro de rue;340;Collège;1;Ouvert;59;32;09;50.689547127, 3.17590637366
0592890W;Collège privé Saint Joseph;COLLEGE PRIVE;SAINT JOSEPH;Privé;6  RUE JORIS KARL HUYSMANS;;;59000;LILLE;701828.7;7057754.4;50.616806247391246;3.0257953431615006;Parfaite;Numéro de rue;340;Collège;1;Ouvert;59;32;09;50.6168062474, 3.02579534316
0592921E;Lycée général et technologique privé Saint Rémi;LYCEE GEN. ET TECHNOL. PRIVE;SAINT REMI;Privé;10 rue NOTRE DAME DES VICTOIRES;;;59100;ROUBAIX;712895.4;7066420.4;50.69444390817597;3.1821821221158055;Parfaite;Numéro de rue;300;Lycée d'enseignement général et technologique;1;Ouvert;59;32;09;50.6944439082, 3.18218212212
0592950L;Collège privé Notre-Dame;COLLEGE PRIVE;NOTRE-DAME;Privé;79 rue DU BOIS - ST MAURE;;BP17;59537;WAVRIN CEDEX;696557.2;7052648.4;50.570974142638775;2.951480686716319;Moyenne;Rue;340;Collège;1;Ouvert;59;32;09;50.5709741426, 2.95148068672
0593015G;Lycée professionnel privé Camille de Lellis;LYCEE PROFESSIONNEL PRIVE;CAMILLE DE LELLIS;Privé;1 E rue DE VERLINGHEM;;CS10902;59831;LAMBERSART CEDEX;701739.1;7061886.2;50.653886292195466;3.0245495804342024;Moyenne;Numéro de rue;320;Lycée professionnel;1;Ouvert;59;32;09;50.6538862922, 3.02454958043
0593027V;Lycée professionnel privé Industries Lilloises - Lycée des Métiers de la Construction de l'Environnement et des Énergies;LYCEE PROF PRIVE DES METIERS;INDUSTRIES LILLOISES (E.P.I.L.;Privé;82 rue DES MEUNIERS;;;59000;LILLE;704067.8;7058363.6;50.6222629008696;3.0573859587131156;Parfaite;Numéro de rue;320;Lycée professionnel;1;Ouvert;59;32;09;50.6222629009, 3.05738595871
0593145Y;Collège privé Immaculée-Conception;COLLEGE PRIVE;IMMACULEE CONCEPTION;Privé;Boulevard JOSEPH HENTGES;;BP415;59474;SECLIN CEDEX;702315.9;7050915.5;50.5554262267235;3.032627844572861;Correcte;Rue;340;Collège;1;Ouvert;59;32;09;50.5554262267, 3.03262784457
0593168Y;Collège Carnot;COLLEGE;CARNOT;Public;43 boulevard CARNOT;;BP227;59002;LILLE CEDEX;704726.1;7060312.5;50.63974827441993;3.0666960589390273;Correcte;Numéro de rue;340;Collège;1;Ouvert;59;32;09;50.6397482744, 3.06669605894
0593196D;Collège Arthur Rimbaud;COLLEGE;ARTHUR RIMBAUD;Public;1 rue DU CHEMIN VERT;;BP30235;59654;VILLENEUVE D ASCQ CEDEX;711068.1;7057983.6;50.618767676419864;3.1561310034412395;Correcte;Numéro de rue;340;Collège;1;Ouvert;59;32;09;50.6187676764, 3.15613100344
0593233U;Collège Professeur Albert Debeyre;COLLEGE;PROFESSEUR ALBERT DEBEYRE;Public;1 rue ROBERT SCHUMAN;;BP8;59374;LOOS CEDEX;701504.9;7057216.6;50.611980614173135;3.021225834336506;Correcte;Numéro de rue;340;Collège;1;Ouvert;59;32;09;50.6119806142, 3.02122583434
0593235W;Collège Boris Vian;COLLEGE;BORIS VIAN;Public;260 bis rue PIERRE LEGRAND;;BP50020;59007;LILLE CEDEX;706671.1;7059292.5;50.63057677002072;3.0941272674390845;Correcte;Numéro de rue;340;Collège;1;Ouvert;59;32;09;50.63057677, 3.09412726744
0593236X;Section d'enseignement général et professionnel adapté du Collège Boris Vian;SEGPA;CLG BORIS VIAN;Public;260 bis rue PIERRE LEGRAND;;BP50020;59007;LILLE CEDEX;706678.6;7059324.5;50.63086386738113;3.0942336289738734;Correcte;Numéro de rue;390;Section d'enseignement général et professionnel adapté;1;Ouvert;59;32;09;50.6308638674, 3.09423362897
0593243E;Section d'enseignement général et professionnel adapté du Collège Gustave Nadaud;SEGPA;CLG GUSTAVE NADAUD;Public;1 rue DU SYNDICAT;;;59150;WATTRELOS;714006.2;7067992.8;50.70852959278113;3.1979307725648582;Parfaite;Numéro de rue;390;Section d'enseignement général et professionnel adapté;1;Ouvert;59;32;09;50.7085295928, 3.19793077256
0594291U;Collège Molière;COLLEGE;MOLIERE;Public;1 avenue DE PARIS;;;59491;VILLENEUVE D ASCQ;710364.8;7062367.7;50.65812350458749;3.1463246006040784;Correcte;Numéro de rue;340;Collège;1;Ouvert;59;32;09;50.6581235046, 3.1463246006
0594293W;Collège Albert Roussel;COLLEGE;ALBERT ROUSSEL;Public;87 rue DE GUISNES;;BP40300;59203;TOURCOING CEDEX;711916.0;7069611.9;50.723101525848385;3.168441695203991;Correcte;Numéro de rue;340;Collège;1;Ouvert;59;32;09;50.7231015258, 3.1684416952
0594332N;Ecole maternelle Du Bellay;ECOLE MATERNELLE PUBLIQUE;DU BELLAY;Public;11  RUE DES PYRAMIDES;;;59000;LILLE;704233.2;7058931.4;50.627357454976206;3.059725375500255;Parfaite;Numéro de rue;101;Ecole maternelle;1;Ouvert;59;32;09;50.627357455, 3.0597253755
0594348F;Ecole maternelle Albert Camus;ECOLE MATERNELLE PUBLIQUE;ALBERT CAMUS;Public;9 rue DU BEAU SAULE;;;59150;WATTRELOS;716306.3;7067290.6;50.70217257644861;3.2304058633507533;Parfaite;Numéro de rue;101;Ecole maternelle;1;Ouvert;59;32;09;50.7021725764, 3.23040586335
0594380R;Etablissement régional d'enseignement adapté déficients intellectuels légers handicapés sociaux;ETAB.REGIONAL ENSEIGNT ADAPTE;COLETTE MAGNY;Public;Rue GAMBETTA;;BP83;59452;LYS LEZ LANNOY CEDEX;715322.0;7064719.6;50.679126766643265;3.2163983492604364;Correcte;Numéro de rue;370;Etablissement régional d'enseignement adapté;1;Ouvert;59;32;09;50.6791267666, 3.21639834926
0594397J;Collège Jean Rostand;COLLEGE;JEAN ROSTAND;Public;136 boulevard FAIDHERBE;;;59280;ARMENTIERES;690571.9;7065673.0;50.68779925676303;2.866820491853828;Parfaite;Numéro de rue;340;Collège;1;Ouvert;59;32;09;50.6877992568, 2.86682049185
0594447N;Ecole maternelle Jean-Jacques Bridenne;ECOLE MATERNELLE PUBLIQUE;PIERRE ET MARIE CURIE;Public;Avenue de l'Europe;;;59320;HAUBOURDIN;698341.7;7057534.7;50.61483502513263;2.976609209247949;Parfaite;Rue;101;Ecole maternelle;1;Ouvert;59;32;09;50.6148350251, 2.97660920925
0594451T;Ecole maternelle Léon Jouhaux;ECOLE MATERNELLE PUBLIQUE;LEON JOUHAUX;Public;15 avenue Léon Jouhaux;;;59800;LILLE;703008.4;7059887.3;50.63594309375278;3.042452171030499;Correcte;Numéro de rue;101;Ecole maternelle;1;Ouvert;59;32;09;50.6359430938, 3.04245217103
0594453V;Ecole maternelle Adolphe Defrenne;ECOLE MATERNELLE PUBLIQUE;ADOLPHE DEFRENNE;Public;51 rue Adolphe Defrenne;;;59160;LILLE;699002.5;7061396.5;50.64949333801597;2.9859202671542002;Correcte;Numéro de rue;101;Ecole maternelle;1;Ouvert;59;32;09;50.649493338, 2.98592026715
0594459B;Ecole maternelle Hippolyte Taine;ECOLE MATERNELLE PUBLIQUE;HIPPOLYTE TAINE;Public;35 chemin du Triolo;;;59650;VILLENEUVE D ASCQ;709879.6;7057841.5;50.617512363326256;3.139362050702509;Parfaite;Numéro de rue;101;Ecole maternelle;1;Ouvert;59;32;09;50.6175123633, 3.1393620507
0594476V;Ecole primaire Marcel Pagnol;ECOLE PRIMAIRE PUBLIQUE;MARCEL PAGNOL;Public;Avenue de la Marne;;;59510;HEM;712839.0;7063205.3;50.66559396302365;3.181281044730642;Parfaite;Rue;151;Ecole élémentaire;1;Ouvert;59;32;09;50.665593963, 3.18128104473
0594525Y;Collège  Le Triolo;COLLEGE SPECIALISE;LE TRIOLO;Public;11 rue TRUDAINE;;;59650;VILLENEUVE D ASCQ;709867.2;7057687.1;50.61612690029807;3.1391832971438105;Parfaite;Numéro de rue;352;Collège spécialisé;1;Ouvert;59;32;09;50.6161269003, 3.13918329714
0594526Z;Section d'enseignement général et professionnel adapté du Collège Pablo Neruda;SEGPA;CLG PABLO NERUDA;Public;99 rue DE LA BOUTILLERIE;;;59150;WATTRELOS;716843.1;7068066.7;50.70912244218411;3.238023787469193;Parfaite;Numéro de rue;390;Section d'enseignement général et professionnel adapté;1;Ouvert;59;32;09;50.7091224422, 3.23802378747
0594541R;Etablissement régional d'enseignement adapté Déficients visuels Ignace Pleyel;ETAB.REGIONAL ENSEIGNT ADAPTE;ECOLE RGLE DEFICIENTS VISUELS;Public;31 avenue PIERRE MAUROY;;;59120;LOOS;702522.3;7055799.4;50.599258473033615;3.035566728848919;Parfaite;Numéro de rue;370;Etablissement régional d'enseignement adapté;1;Ouvert;59;32;09;50.599258473, 3.03556672885
0594565S;Ecole maternelle Pablo Picasso;ECOLE MATERNELLE PUBLIQUE;PABLO PICASSO;Public;Rue Henri Barbusse;;;59223;RONCQ;709151.6;7071852.2;50.74325034248259;3.12941678891809;Parfaite;Numéro de rue;101;Ecole maternelle;1;Ouvert;59;32;09;50.7432503425, 3.12941678892
0594567U;Ecole primaire Albert Camus-Madame de Sévigné;ECOLE PRIMAIRE PUBLIQUE;DES PEUPLIERS;Public;23 avenue des Peupliers;;;59350;ST ANDRE LEZ LILLE;702771.0;7062831.7;50.662367421766945;3.0391227557045073;Parfaite;Numéro de rue;151;Ecole élémentaire;1;Ouvert;59;32;09;50.6623674218, 3.0391227557
0594571Y;Ecole primaire Hippolyte Taine;ECOLE PRIMAIRE PUBLIQUE;HIPPOLYTE TAINE;Public;54 chemin du Triolo;;;59650;VILLENEUVE D ASCQ;709827.5;7057784.8;50.617004333825676;3.1386257232965455;Parfaite;Numéro de rue;151;Ecole élémentaire;1;Ouvert;59;32;09;50.6170043338, 3.1386257233
0594582K;Ecole primaire Gambetta;ECOLE PRIMAIRE PUBLIQUE;GAMBETTA;Public;1  RUE GAMBETTA;;;59280;ARMENTIERES;691503.8;7065162.5;50.68323165781989;2.8799952681335794;Parfaite;Numéro de rue;151;Ecole élémentaire;1;Ouvert;59;32;09;50.6832316578, 2.87999526813
0594605K;Ecole primaire Guy Mollet;ECOLE PRIMAIRE PUBLIQUE;GUY MOLLET;Public;Rue Jules Ferry;;;59790;RONCHIN;706198.0;7055915.6;50.600275648858066;3.087399232732746;Parfaite;Rue;151;Ecole élémentaire;1;Ouvert;59;32;09;50.6002756489, 3.08739923273
0594633R;Section d'enseignement général et professionnel adapté du Collège Gambetta;SEGPA;CLG GAMBETTA;Public;Rue GAMBETTA;;BP82;59452;LYS LEZ LANNOY CEDEX;715320.7;7064704.0;50.67898680997461;3.2163793852150304;Correcte;Numéro de rue;390;Section d'enseignement général et professionnel adapté;1;Ouvert;59;32;09;50.67898681, 3.21637938522
0594638W;Collège Roger Salengro;COLLEGE;ROGER SALENGRO;Public;140 RUE ROGER SALENGRO;;;59116;HOUPLINES;694225.7;7065633.5;50.68748938623312;2.9184338885336647;Parfaite;Numéro de rue;340;Collège;1;Ouvert;59;32;09;50.6874893862, 2.91843388853
0594639X;Section d'enseignement général et professionnel adapté du Collège Roger Salengro;SEGPA;CLG ROGER SALENGRO;Public;140 rue ROGER SALENGRO;;;59116;HOUPLINES;694263.3;7065662.8;50.68775265849407;2.9189645902645474;Parfaite;Numéro de rue;390;Section d'enseignement général et professionnel adapté;1;Ouvert;59;32;09;50.6877526585, 2.91896459026
0594687Z;Ecole maternelle Alphonse Daudet;ECOLE MATERNELLE PUBLIQUE;ALPHONSE DAUDET;Public;17 rue D'ARTOIS;;;59155;FACHES THUMESNIL;705817.4;7054883.2;50.591013765864616;3.0820171990342473;Parfaite;Rue;101;Ecole maternelle;1;Ouvert;59;32;09;50.5910137659, 3.08201719903
0594698L;Ecole primaire Salengro;ECOLE PRIMAIRE PUBLIQUE;SALENGRO;Public;257 avenue Arthur Notebart;;;59160;LILLE;700882.2;7059408.7;50.6316546430493;3.0124478479126267;Correcte;Numéro de rue;151;Ecole élémentaire;1;Ouvert;59;32;09;50.631654643, 3.01244784791
0594719J;Ecole maternelle Charles Perrault;ECOLE MATERNELLE PUBLIQUE;CHARLES PERRAULT;Public;2 rue Millet;;;59790;RONCHIN;706248.6;7055432.8;50.595942143475405;3.0881051564945032;Parfaite;Numéro de rue;101;Ecole maternelle;1;Ouvert;59;32;09;50.5959421435, 3.08810515649
0594844V;Ecole maternelle Jacques Duclos;ECOLE MATERNELLE PUBLIQUE;JACQUES DUCLOS;Public;Rue des Euwis;;;59113;SECLIN;701133.8;7049410.2;50.541918846920474;3.0159693936725747;Parfaite;Rue;101;Ecole maternelle;1;Ouvert;59;32;09;50.5419188469, 3.01596939367
0594869X;Section d'enseignement général et professionnel adapté du Collège Théodore Monod;SEGPA;CLG THEODORE MONOD;Public;205 rue HENRI REGNAULT;;;59100;ROUBAIX;712898.8;7063994.1;50.67267124035693;3.182151083522717;Parfaite;Numéro de rue;390;Section d'enseignement général et professionnel adapté;1;Ouvert;59;32;09;50.6726712404, 3.18215108352
0594912U;Groupe scolaire Thomas Pesquet;ECOLE PRIMAIRE PUBLIQUE;THOMAS PESQUET;Public;17 rue de Linselles;;;59166;BOUSBECQUE;705575.2;7074885.8;50.77051196777779;3.0788842495110194;Parfaite;Numéro de rue;151;Ecole élémentaire;1;Ouvert;59;32;09;50.7705119678, 3.07888424951
0594962Y;Ecole maternelle George Sand;ECOLE MATERNELLE PUBLIQUE;GEORGE SAND;Public;2 rue Vincent Auriol;;;59790;RONCHIN;706566.2;7055442.7;50.59602773235079;3.0925834708975803;Parfaite;Numéro de rue;101;Ecole maternelle;1;Ouvert;59;32;09;50.5960277324, 3.0925834709
0594963Z;Ecole primaire Jean Moulin-Hélène Boucher;ECOLE PRIMAIRE PUBLIQUE;JEAN MOULIN-HELENE BOUCHER;Public;63 rue Roger Salengro;;;59790;RONCHIN;706881.0;7056033.2;50.601323914585876;3.0970323803707034;Parfaite;Numéro de rue;151;Ecole élémentaire;1;Ouvert;59;32;09;50.6013239146, 3.09703238037
0594990D;Groupe scolaire Perrault Louise de Bettignies;ECOLE PRIMAIRE PUBLIQUE;PERRAULT LOUISE DE BETTIGNIES;Public;102  AVENUE DE LA LIBERTE;;;59130;LAMBERSART;702307.1;7062088.2;50.65569719411039;3.03256878904255;Parfaite;Numéro de rue;151;Ecole élémentaire;1;Ouvert;59;32;09;50.6556971941, 3.03256878904
0594995J;Ecole primaire privée Cardinal Lienart;ECOLE PRIMAIRE PRIVEE;CARDINAL LIENART;Privé;12 rue Trémière;;;59650;VILLENEUVE D ASCQ;709616.6;7058498.7;50.62341446895914;3.135668097034707;Parfaite;Numéro de rue;151;Ecole élémentaire;1;Ouvert;59;32;09;50.623414469, 3.13566809703
0595061F;Ecole primaire Chopin;ECOLE PRIMAIRE PUBLIQUE;CHOPIN;Public;201 rue Charles le Bon;;;59650;VILLENEUVE D ASCQ;709530.5;7059839.4;50.63544765022772;3.134485640366081;Parfaite;Numéro de rue;151;Ecole élémentaire;1;Ouvert;59;32;09;50.6354476502, 3.13448564037
0595067M;Ecole maternelle Maria Montessori;ECOLE MATERNELLE PUBLIQUE;MARIA MONTESSORI;Public;Place de l'Europe;;;59840;PERENCHIES;698096.8;7063776.3;50.67084735592304;2.97312486114989;Parfaite;Numéro de rue;101;Ecole maternelle;1;Ouvert;59;32;09;50.6708473559, 2.97312486115
0595078Z;Ecole maternelle;ECOLE MATERNELLE PUBLIQUE;SIMONS;Public;3 rue du Maire Castel;;;59320;EMMERIN;699790.6;7055115.4;50.593124798203995;2.997047629575502;Parfaite;Numéro de rue;101;Ecole maternelle;1;Ouvert;59;32;09;50.5931247982, 2.99704762958
0595103B;Ecole maternelle Voltaire;ECOLE MATERNELLE PUBLIQUE;VOLTAIRE;Public;421 rue du Clinquet;;;59200;TOURCOING;709095.4;7069953.2;50.72621162390519;3.1285783129212352;Parfaite;Numéro de rue;101;Ecole maternelle;1;Ouvert;59;32;09;50.7262116239, 3.12857831292
0595166V;Collège Hergé;COLLEGE;HERGE;Public;191 RUE NATIONALE;;BP03;59147;GONDECOURT;698835.3;7049387.5;50.5417150468368;2.983595451150527;Parfaite;Rue;340;Collège;1;Ouvert;59;32;09;50.5417150468, 2.98359545115
0595179J;Section d'enseignement général et professionnel adapté du Collège Saint-Exupéry;SEGPA;CLG SAINT EXUPERY;Public;55 rue FERDINAND BUISSON;;;59260;LILLE;708404.6;7059082.3;50.62866941548252;3.1185819578384733;Correcte;Numéro de rue;390;Section d'enseignement général et professionnel adapté;1;Ouvert;59;32;09;50.6286694155, 3.11858195784
0595194A;Ecole primaire Anatole France;ECOLE PRIMAIRE PUBLIQUE;ANATOLE FRANCE;Public;24 rue DEVRED;;;59650;VILLENEUVE D ASCQ;709165.4;7060162.0;50.63834820507362;3.1293411513357694;Parfaite;Numéro de rue;151;Ecole élémentaire;1;Ouvert;59;32;09;50.6383482051, 3.12934115134
0595201H;Ecole maternelle du Bourg;ECOLE MATERNELLE PUBLIQUE;DU BOURG;Public;398 route Nationale;;;59930;LA CHAPELLE D ARMENTIERES;693088.1;7063739.6;50.670482590879814;2.9023975590382114;Parfaite;Numéro de rue;101;Ecole maternelle;1;Ouvert;59;32;09;50.6704825909, 2.90239755904
0595238Y;Ecole primaire Jean Moulin-Louis Pergaud;ECOLE PRIMAIRE PUBLIQUE;JEAN MOULIN-LOUIS PERGAUD;Public;1  RUE D'ARSONVAL;;;59000;LILLE;705077.5;7056957.5;50.60963645486618;3.071612173044363;Parfaite;Numéro de rue;151;Ecole élémentaire;1;Ouvert;59;32;09;50.6096364549, 3.07161217304
0595319L;Ecole primaire Jacques Prévert 15;ECOLE PRIMAIRE PUBLIQUE;JACQUES PREVERT GROUPE 15;Public;Rue DE LA PREVOTE;;;59491;VILLENEUVE D ASCQ;709372.5;7061277.6;50.648356663070835;3.1322900945905823;Correcte;Numéro de rue;151;Ecole élémentaire;1;Ouvert;59;32;09;50.6483566631, 3.13229009459
0595328W;Collège Simone de Beauvoir (ex Léon Blum);COLLEGE;SIMONE DE BEAUVOIR;Public;3 rue DE FIVES;;;59650;VILLENEUVE D ASCQ;709236.7;7059168.2;50.62942853983625;3.130324180890012;Parfaite;Numéro de rue;340;Collège;1;Ouvert;59;32;09;50.6294285398, 3.13032418089
0595362H;Section d'enseignement général et professionnel adapté du Collège privé Sainte Marie;SEGPA PRIVEE;CLG SAINTE MARIE;Privé;54 rue SAINT ANTOINE;;;59100;ROUBAIX;712525.5;7066632.0;50.69635023281803;3.17696300954666;Parfaite;Numéro de rue;390;Section d'enseignement général et professionnel adapté;1;Ouvert;59;32;09;50.6963502328, 3.17696300955
0595393S;Collège privé Sainte Odile;COLLEGE PRIVE;SAINTE ODILE;Privé;244 avenue DE DUNKERQUE;;;59130;LAMBERSART;701950.3;7060147.5;50.63828239373316;3.027522378636229;Parfaite;Numéro de rue;340;Collège;1;Ouvert;59;32;09;50.6382823937, 3.02752237864
0595394T;Collège privé Notre-Dame de La Paix;COLLEGE PRIVE;NOTRE-DAME DE LA PAIX;Privé;11 place AUX BLEUETS;;BP167;59009;LILLE CEDEX;704780.5;7060485.7;50.64130218669673;3.0674658551170575;Correcte;Numéro de rue;340;Collège;1;Ouvert;59;32;09;50.6413021867, 3.06746585512
0595398X;Collège privé Marcq;COLLEGE PRIVE;COLLEGE PRIVE DE MARCQ;Privé;170 rue DU COLLEGE;;CS42033;59702;MARCQ EN BAROEUL CEDEX;707562.2;7064841.7;50.68036495831888;3.106806319995962;Correcte;Numéro de rue;340;Collège;1;Ouvert;59;32;09;50.6803649583, 3.10680632
0595442V;Ecole primaire Elsa Triolet;ECOLE PRIMAIRE PUBLIQUE;ELSA TRIOLET;Public;Rue de Fontenoy;;;59100;ROUBAIX;712145.3;7066665.0;50.696653885240906;3.1715924909439646;Parfaite;Rue;151;Ecole élémentaire;1;Ouvert;59;32;09;50.6966538852, 3.17159249094
0595655B;Ecole primaire Paul Bert;ECOLE PRIMAIRE PUBLIQUE;PAUL BERT;Public;41 rue Jourdan;;;59200;TOURCOING;710842.4;7070236.3;50.728723901984935;3.15328271897445;Parfaite;Numéro de rue;151;Ecole élémentaire;1;Ouvert;59;32;09;50.728723902, 3.15328271897
0595724B;Section d'enseignement général et professionnel adapté du Collège privé Notre Dame de La Paix;SEGPA PRIVEE;CLG NOTRE DAME DE LA PAIX;Privé;11 place AUX BLEUETS;;BP167;59009;LILLE CEDEX;704788.3;7060478.9;50.64124110252239;3.0675758521468883;Correcte;Numéro de rue;390;Section d'enseignement général et professionnel adapté;1;Ouvert;59;32;09;50.6412411025, 3.06757585215
0595938J;Ecole primaire Voltaire-Diderot;ECOLE PRIMAIRE PUBLIQUE;VOLTAIRE-DIDEROT;Public;115 rue Emile Moreau;;;59100;ROUBAIX;711825.4;7066689.5;50.69687988961775;3.1670735925464335;Parfaite;Numéro de rue;151;Ecole élémentaire;1;Ouvert;59;32;09;50.6968798896, 3.16707359255
0595982G;Ecole primaire privée Enfant-Jésus;ECOLE PRIMAIRE PRIVEE;ENFANT JESUS;Privé;Contour Saint Maclou;;;59150;WATTRELOS;715094.4;7067236.2;50.701714980178885;3.2132798870101937;Parfaite;Numéro de rue;151;Ecole élémentaire;1;Ouvert;59;32;09;50.7017149802, 3.21327988701
0596114A;Ecole primaire Edgard Quinet-Paul Bert;ECOLE PRIMAIRE PUBLIQUE;EDGARD QUINET-PAUL BERT;Public;1  RUE DES PYRAMIDES;;;59100;ROUBAIX;713295.2;7067442.1;50.703603595955116;3.187864690148042;Parfaite;Rue;151;Ecole élémentaire;1;Ouvert;59;32;09;50.703603596, 3.18786469015
0596208C;Ecole primaire François Launay;ECOLE PRIMAIRE PUBLIQUE;FRANCOIS LAUNAY;Public;37 boulevard de Belfort;;;59000;LILLE;705317.0;7057908.7;50.61817102847184;3.075002780034205;Parfaite;Numéro de rue;151;Ecole élémentaire;1;Ouvert;59;32;09;50.6181710285, 3.07500278003
0596212G;Ecole primaire Jean Macé;ECOLE PRIMAIRE PUBLIQUE;JEAN MACE;Public;93  RUE D'ANZIN;;;59100;ROUBAIX;714187.9;7065697.2;50.68792619209289;3.2004161451468995;Parfaite;Numéro de rue;151;Ecole élémentaire;1;Ouvert;59;32;09;50.6879261921, 3.20041614515
0596466H;Ecole maternelle Françoise Dolto;ECOLE MATERNELLE PUBLIQUE;FRANCOISE DOLTO;Public;262  AVENUE DE LATTRE DE TASSIGN;;;59700;MARCQ EN BAROEUL;706261.7;7063452.2;50.667910396400075;3.0884164775189586;Correcte;Numéro de rue;101;Ecole maternelle;1;Ouvert;59;32;09;50.6679103964, 3.08841647752
0596528A;Ecole élémentaire privée Saint Pierre d'Ascq;ECOLE ELEMENTAIRE PRIVEE;SAINT PIERRE D'ASCQ;Privé;1 rue DE L'ABBE COUSIN;;;59650;VILLENEUVE D ASCQ;711472.8;7057934.8;50.618322410565106;3.1618384353652678;Correcte;Numéro de rue;151;Ecole élémentaire;1;Ouvert;59;32;09;50.6183224106, 3.16183843537
0596544T;Ecole primaire du Parc;ECOLE PRIMAIRE PUBLIQUE;DU PARC;Public;28 rue Matisse;;;59930;LA CHAPELLE D ARMENTIERES;693476.4;7063421.8;50.66763490594059;2.907885945251261;Correcte;Numéro de rue;151;Ecole élémentaire;1;Ouvert;59;32;09;50.6676349059, 2.90788594525
0596625F;Ecole élémentaire publique Henri Matisse;ECOLE ELEMENTAIRE PUBLIQUE;HENRI MATISSE;Public;Avenue Ramponneau;;;59211;SANTES;697360.3;7055381.1;50.59550385102001;2.962780604639865;Parfaite;Rue;151;Ecole élémentaire;1;Ouvert;59;32;09;50.595503851, 2.96278060464
